?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/ZFA_0005951>	"Lymph vessel located in the cardiac ventricle. The ventricular lymph vessels develop from the bulbus arteriosus lymph vessels and sprout in close proximity to the ventricular blood vessels."	
<http://purl.obolibrary.org/obo/ZFA_0000536>	"Telencephalic nucleus which is laterally located and surrounds the central zone of dorsal telencephalon. From Neuroanatomy of the Zebrafish Brain."	"TAO:0000536"
<http://purl.obolibrary.org/obo/ZFA_0005835>	"Superficial lymph vessel that is part of pharyngeal arch 6.   The vessel sprouts from the lateral facial lymph vessel."	
<http://purl.obolibrary.org/obo/ZFA_0001641>	"Neural arch on the urostyle. It does not support a neural spine. Sanger and McCune 2002."	"TAO:0001666"
<http://purl.obolibrary.org/obo/ZFA_0000339>	"Anatomical system that processes ingested substances."	"TAO:0000339"
<http://purl.obolibrary.org/obo/ZFA_0001663>	"The portion of tissue that is the initial segment of one of the cranial nerves leaving the central nervous system."	"TAO:0002190"
<http://purl.obolibrary.org/obo/ZFA_0000853>	"Undifferentiated mesodermal component of early trunk or tail segment 18 or metamere, derived from paraxial mesoderm; forms the myotome, sclerotome and perhaps dermatome."	"TAO:0000853"
<http://purl.obolibrary.org/obo/ZFA_0009364>	"Olfactory epithelial support cell is a non ciliated columnar cell that extends from the epithelial free margin to the basement membrane of the olfactory epithelium."	"TAO:0009364 CL:0000853"
<http://purl.obolibrary.org/obo/ZFA_0001339>	"Telencephalic nucleus from which the axons of the anterior commissure originate."	"TAO:0001339"
<http://purl.obolibrary.org/obo/ZFA_0000436>	"Organ that filters the blood removing defective blood cells.  The spleen is a dark red organ, located in the peritoneal cavity, adjacent to one of the liver lobes. The spleen consists of red pulp composed of erythrocytes and thrombocytes and white pulp, composed of macrophages, reticular cells and reticulin fibers."	"TAO:0000436"
<http://purl.obolibrary.org/obo/ZFA_0000022>	"Multi-tissue structure that is the ventral-most aspect of the developing neural tube.  The floor plate is a specialized glial structure with secretory function that spans the rostral-caudal axis from the midbrain to the tail regions.  The floor plate is one of first structures that differentiate in the developing nervous system."	"TAO:0000022"
<http://purl.obolibrary.org/obo/ZFA_0000922>	"Muscle pioneer cell part of somite 4."	"TAO:0000922"
<http://purl.obolibrary.org/obo/ZFA_0005842>	"Pair of lymph vessel that follows the right subintestinal vein. At  6 dpf, the LR-IL appears to bifurcate and form two separate vessels that both run in close proximity to one another along the right sub intestinal vein. These vessels are difficult to distinguish from each other at 6dp."	
<http://purl.obolibrary.org/obo/ZFA_0005120>	"The serous membrane that lines the peritoneal cavity. The peritoneum secretes serous fluid which allows free movement of the peritoneum and the intraperitoneal organs."	"TAO:0005120"
<http://purl.obolibrary.org/obo/ZFA_0000090>	"Apical ectodermal ridge that is part of the dorsal fin."	"TAO:0000090"
<http://purl.obolibrary.org/obo/ZFA_0001371>	"System responsible for the production and movement of pancreatic hormones and enzymes."	"TAO:0001371"
<http://purl.obolibrary.org/obo/ZFA_0001208>	"Embryonic structure, part of the neural keel, that gives rise to rhombomere 2."	"TAO:0001208"
<http://purl.obolibrary.org/obo/ZFA_0000967>	"A muscle cell that is small, darkly colored, with high lipid and mitochondrial content. Slow muscle cells are located superficial to the fast muscle cell in the myotome of somite 20."	"TAO:0000967"
<http://purl.obolibrary.org/obo/ZFA_0001595>	"A dermal bone that is the upper, vertical portion of the preopercle bone."	"TAO:0000336"
<http://purl.obolibrary.org/obo/ZFA_0000943>	"Skeleton that consists of the supporting endochondral proximal and distal radials and the dermal fins rays or lepidotrichia. The pectoral fin skeleton is located in the thoracic region of the body and articulates with the scapula and coracoid."	"TAO:0000943"
<http://purl.obolibrary.org/obo/ZFA_0005752>	"Intrapancreatic duct that connects to the interlobular ducts and drains into the extrapancreatic duct.  The main duct may not be present in all larva and may develop in a segmented fashion."	
<http://purl.obolibrary.org/obo/ZFA_0000144>	"A monolayer of pigmented epithelium covering the neural retina; develops from the outer of the two layers of the optic cup."	"TAO:0000144"
<http://purl.obolibrary.org/obo/ZFA_0005280>	"Muscle composed of cardiac muscle cells that is part of the heart."	"TAO:0005280"
<http://purl.obolibrary.org/obo/ZFA_0005745>	"A cell whose primary function is to provide structural support, to provide strength and physical integrity to the organism."	"CL:0000293"
<http://purl.obolibrary.org/obo/ZFA_0000023>	"A group of cells that migrate at the leading edge of shield during gastrulation but do not involute. At the end of gastrulation, forerunner cells migrate deep into the embryo and organize to form Kupffer's vesicle."	"TAO:0000023"
<http://purl.obolibrary.org/obo/ZFA_0000241>		"TAO:0000241"
<http://purl.obolibrary.org/obo/ZFA_0000716>	"Artery that is part of the pharyngeal arches 3-5, and forms the afferent portion of a loop off of the aortic arch."	"TAO:0000716"
<http://purl.obolibrary.org/obo/ZFA_0000076>	"The swim bladder is a double-chambered organ located in the coelom and used to maintain buoyancy and may function as an acoustic resonator. The zebrafish does not appear to have a gas gland, but it is not yet clear if there are gas producing cells distributed more widely."	"TAO:0000076"
<http://purl.obolibrary.org/obo/ZFA_0005676>	"Medial region of the glomerular layer of the olfactory bulb."	
<http://purl.obolibrary.org/obo/ZFA_0000551>	"Hindbrain nucleus in the tegmental region of rhombomere 1.  The cells of the nucleus are granular and lie at the ventral border of the cerebellum and brain stem."	"TAO:0000551"
<http://purl.obolibrary.org/obo/ZFA_0007020>	"Portion of anterior neural plate that gives rise to the forebrain midbrain boundary neural keel."	"TAO:0007020"
<http://purl.obolibrary.org/obo/ZFA_0005508>	"Mental barbel that originates on the chin, in an anteromedial position relative to the outer mental barbel. The inner mental barbel is nearer to the mandibular symphysis than is the outer mental barbel."	"TAO:0001969"
<http://purl.obolibrary.org/obo/ZFA_0009116>	"A muscle cell that is small, darkly colored, with high lipid and mitochondrial content."	"TAO:0009116 CL:0000189"
<http://purl.obolibrary.org/obo/ZFA_0009144>		"CL:0000240 TAO:0009144"
<http://purl.obolibrary.org/obo/ZFA_0009011>		"TAO:0009011 CL:0000031"
<http://purl.obolibrary.org/obo/ZFA_0005483>	"Joint that articulates the pterosphenoid and orbitosphenoid. Pterosphenoid-orbitosphenoid joint is paired."	"TAO:0001831"
<http://purl.obolibrary.org/obo/ZFA_0009327>	"Any of the immature or mature forms of a granular leukocyte that in its mature form has a nucleus with three to five lobes connected by slender threads of chromatin, and cytoplasm containing fine inconspicuous granules and stainable by neutral dyes."	"CL:0000775 TAO:0009327"
<http://purl.obolibrary.org/obo/ZFA_0001002>		"TAO:0001002"
<http://purl.obolibrary.org/obo/ZFA_0000712>	"The portion of the YSL that lies deep to the blastoderm during epiboly."	"TAO:0000712"
<http://purl.obolibrary.org/obo/ZFA_0000399>	"Nucleus that lies rostral to the isthmic primary nucleus."	"TAO:0000399"
<http://purl.obolibrary.org/obo/ZFA_0000693>	"The tangential nucleus is located in rhombomere 5 and receives a dense utricular input.   Tangential nucleus neurons project contralaterally to extraocular motoneurons and to multiple sites within the reticulospinal complex; unlike other classes of vestibular neuron, they modulate their firing in response to static head displacements."	"TAO:0000693"
<http://purl.obolibrary.org/obo/ZFA_0009121>	"A mechanoreceptor cell located in the inner ear that is sensitive to auditory stimuli. The accessory sensory structures are arranged so that appropriate stimuli cause movement of the hair-like projections (stereocilia and kinocilia) which relay the information centrally in the nervous system."	"TAO:0009121 CL:0000202"
<http://purl.obolibrary.org/obo/ZFA_0000965>	"A muscle cell that is small, darkly colored, with high lipid and mitochondrial content. Slow muscle cells are located superficial to the fast muscle cell in the myotome of somite 15."	"TAO:0000965"
<http://purl.obolibrary.org/obo/ZFA_0000903>		"TAO:0000903"
<http://purl.obolibrary.org/obo/ZFA_0000717>	"Apical ectodermal ridge that is part of the median fin fold."	"TAO:0000717"
<http://purl.obolibrary.org/obo/ZFA_0005085>	"The nasal arteries start at the internal carotid artery and travel rostrally, passing along the right and left walls of the nasal sac at the most rostral end of the head. From the nasal sac, the NA flows into the nasal veins."	"TAO:0005085"
<http://purl.obolibrary.org/obo/ZFA_0009334>	"A naive B cell is a mature B cell that has the phenotype surface IgD-positive, surface IgM-positive, CD27-negative, and CD38-negative, and that has not yet been activated by antigen in the periphery."	"TAO:0009334 CL:0000788"
<http://purl.obolibrary.org/obo/ZFA_0001507>	"Paired thin medially aligned bar of cartilage that extends from the anterior end of the chondrocranium to just anterior to the anterior end of the notochord. The posterior ends of the trabeculae cranii are continuous with the parachordal cartilages, and they enclose the hypophyseal fenestra."	"TAO:0001507"
<http://purl.obolibrary.org/obo/ZFA_0000064>	"Portion of tissue that is the outer layer of the optic cup and will become the retinal pigmented epithelium."	"TAO:0000064"
<http://purl.obolibrary.org/obo/ZFA_0000375>		
<http://purl.obolibrary.org/obo/ZFA_0005714>	"Glomerulus located in the mediodorsal zone of the olfactory bulb.  This glomerulus is the most ventral glomerulus in the mediodorsal cluster."	
<http://purl.obolibrary.org/obo/ZFA_0005662>	"Bilaterally-paired nerve connecting each segment of the spinal cord to the limbs and organs."	
<http://purl.obolibrary.org/obo/ZFA_0009145>		"CL:0000241 TAO:0009145"
<http://purl.obolibrary.org/obo/ZFA_0009012>		"TAO:0009012 CL:0000032"
<http://purl.obolibrary.org/obo/ZFA_0005318>		"TAO:0005318"
<http://purl.obolibrary.org/obo/ZFA_0005153>	"Is a joint that is located at the point of contact of articulating bones allowing movement. The joint has a capsule containing synovial fluid surrounding the articulating bone surfaces."	"TAO:0005153"
<http://purl.obolibrary.org/obo/ZFA_0000156>	"Undifferentiated mesodermal component of early trunk or tail segment 20 or metamere, derived from paraxial mesoderm; forms the myotome, sclerotome and perhaps dermatome."	"TAO:0000156"
<http://purl.obolibrary.org/obo/ZFA_0001134>		"TAO:0001134"
<http://purl.obolibrary.org/obo/ZFA_0000666>	"Artery of the gill filament."	"TAO:0000666"
<http://purl.obolibrary.org/obo/ZFA_0005031>	"Vessel that connects to the primitive hindbrain channel and the basilar artery at the caudal end of the medulla oblongata."	"TAO:0005031"
<http://purl.obolibrary.org/obo/ZFA_0005618>	"Cartilaginous joint that articulates the anguloarticular posteroventrally with the retroarticular."	
<http://purl.obolibrary.org/obo/ZFA_0009315>	"A neuron that laterally connects other neurons in the inner nuclear layer of the retina."	"CL:0000745 TAO:0009315"
<http://purl.obolibrary.org/obo/ZFA_0000452>	"The urohyal is a median dermal bone that ossifies in the membrane between the paired sternohyoideus muscles ventral to the anterior end of copula 1. It is an unpaired ossification of the tendon of the sternohyoideos muscles in basal teleosts, and it is paired in catfishes (Arratia and Schultze, 1990)."	"TAO:0000452"
<http://purl.obolibrary.org/obo/ZFA_0005296>	"Lymph vessel that runs along the rostral-caudal axis of the fish."	
<http://purl.obolibrary.org/obo/ZFA_0000277>	"Dermal bone that is thin, flexible, and platelike, and that develops in overlapping skinfolds that cover the body and often the head of fish and the bases of the fins."	"TAO:0000277"
<http://purl.obolibrary.org/obo/ZFA_0009013>		"TAO:0009013 CL:0000035"
<http://purl.obolibrary.org/obo/ZFA_0009140>	"Any cell capable of ingesting particulate matter via phagocytosis."	"CL:0000234 TAO:0009140"
<http://purl.obolibrary.org/obo/ZFA_0005441>	"Pectoral fin motor nerve that enters the fin from the dorsal side of the fin caudal of nerve 1 and 2 and rostral of nerve 4 and innervates the dorsal side of the pectoral fin."	
<http://purl.obolibrary.org/obo/ZFA_0000706>	"The posterior intestine has short longitudinally arranged epithelial folds which are similar to the colon of higher vertebrates."	"TAO:0000706"
<http://purl.obolibrary.org/obo/ZFA_0005874>	"Spiral neurons are excitatory interneurons located in rhombomere 3 and have contralateral projections that cross the midline forming commissures in rhombomere 3. After crossing the midline the two commissures fuse and project caudally synapsing with the Mauthner neuron.  As they enter the axon cap, spiral fiber neurons lose their myelin and wrap around the axon hillock in a stereotyped spiral, where they make both electrical and glutamatergic synapses on the M cell axon close to the M-cell soma and with one another. Spiral neurons produced biphasic excitatory postsynaptic potentials (EPSPs) in the contralateral M-cell  with a short latency."	
<http://purl.obolibrary.org/obo/ZFA_0001133>		"TAO:0001133"
<http://purl.obolibrary.org/obo/ZFA_0000377>		
<http://purl.obolibrary.org/obo/ZFA_0000464>	"One of eight distinct lateral lines in the 4-day larva positioned anterior to the ear. A sensory system on the surface of the fish, consisting of small sensory patches (neuromasts) distributed in discrete lines over the body surface. The lateral line system is stimulated by local water displacements and vibrations, and detects propulsion of the fish through the water, as well as facilitating shoaling, prey capture, and predator and obstacle avoidance. (See Anatomical Atlas entry for <a href='http://zfin.org/zf_info/anatomy/dict/lat_line/lat_line.html'>lateral line</a> by T. Whitfield.)"	"TAO:0000464"
<http://purl.obolibrary.org/obo/ZFA_0000244>		"TAO:0000244"
<http://purl.obolibrary.org/obo/ZFA_0001449>	"Mesenchyme that is part of the pelvic fin."	"TAO:0001449"
<http://purl.obolibrary.org/obo/ZFA_0005565>	"A specialized hair cell that has an elongated kinocilium upon which an otolith accretes. The tether cell then anchors the otolith in place."	"CL:0002450"
<http://purl.obolibrary.org/obo/ZFA_0007122>	"A stem cell that gives rise to several epidermal cell types, including ionocytes and keratinocytes."	"CL:1000428"
<http://purl.obolibrary.org/obo/ZFA_0001652>	"Muscle which is part of the head."	"TAO:0002198"
<http://purl.obolibrary.org/obo/ZFA_0001398>		
<http://purl.obolibrary.org/obo/ZFA_0001615>	"Endocardium that is part of the cardiac ventricle."	"TAO:0002247"
<http://purl.obolibrary.org/obo/ZFA_0009024>	"A stem cell from which all cells of the body can form."	"CL:0000052 TAO:0009024"
<http://purl.obolibrary.org/obo/ZFA_0001132>		"TAO:0001132"
<http://purl.obolibrary.org/obo/ZFA_0000855>	"Undifferentiated mesodermal component of early tail segment 24 or metamere, derived from paraxial mesoderm; forms the myotome, sclerotome and perhaps dermatome."	"TAO:0000855"
<http://purl.obolibrary.org/obo/ZFA_0000370>		"TAO:0000370"
<http://purl.obolibrary.org/obo/ZFA_0005683>	"Anterior portion of the medial region of the glomerular layer of the olfactory bulb."	
<http://purl.obolibrary.org/obo/ZFA_0000089>	"Portion of tissue which is a slender, horny, flexible, unsegmented fibril, which strengthens the embryonic fin fold. Actinotrichia are translucent, exhibit birefringence (double refraction) and are composed of the scleroprotein elastoidine."	"TAO:0000089"
<http://purl.obolibrary.org/obo/ZFA_0005929>	"Lecophores that develops from xanthophores. Xantholeucophores are located on the anal fin.  Xantholeucophores  contain  round organelles carotenoid vesicles containing yellow/orange pigment as well as irregular organelles indistinguishable from pterinosomes, which contain yellow or colorless pteridines.  During development white pigmentation surrounds a yellow-orange center, gradually increasing until whole cell appears white.  Xantholeucophore express aldehyde oxidase 5 and purine nucleoside phosphorylase 4a.  These cells most closely resemble the leucophores of other teleost."	
<http://purl.obolibrary.org/obo/ZFA_0009148>		"TAO:0009148 CL:0000244"
<http://purl.obolibrary.org/obo/ZFA_0005553>	"Pectoral fin lepidotrichium that, in a linear sequence, is the fourth most anterior pectoral ray, usually branched and segmented."	"TAO:0001764"
<http://purl.obolibrary.org/obo/ZFA_0007059>	"Portion of tissue fated to develop into neurogenic placode."	"TAO:0007059"
<http://purl.obolibrary.org/obo/ZFA_0005518>	"Caudal principal ray that is ventrally adjacent to caudal principal ray 6."	"TAO:0001719"
<http://purl.obolibrary.org/obo/ZFA_0009349>	"A progenitor cell of the B cell lineage, with some lineage specific activity such as early stages of recombination of B cell receptor genes, but not yet fully committed to the B cell lineage until the expression of PAX5 occurs."	"TAO:0009349 CL:0000826"
<http://purl.obolibrary.org/obo/ZFA_0000619>	"Patch of thickened, pseudostratified epithelium that is associated with the anterior semicircular canal. It consists of regular arrays of sensory hair cells interspersed with supporting cells. The anterior crista has its own characteristic shape and polarity pattern. (See Anatomical Atlas entry for <a href='http://zfin.org/zf_info/anatomy/dict/sens/sens.html'>sensory patches of the ear</a> by T. Whitfield.)"	"TAO:0000619"
<http://purl.obolibrary.org/obo/ZFA_0000371>		"TAO:0000371"
<http://purl.obolibrary.org/obo/ZFA_0005155>	"Is a joint where the ends of two bones are connected by cartilage."	"TAO:0005155"
<http://purl.obolibrary.org/obo/ZFA_0000832>	"Ventromedial region of somite 2 that will form vertebral cartilages and connective tissues. The sclerotome lies ventral to the myotome. Cells of the sclerotome will migrate dorsally to surround the notochord and neural tube."	"TAO:0000832"
<http://purl.obolibrary.org/obo/ZFA_0005086>	"The pectoral (subclavian) arteries originate from the dorsal aorta and takes the blood outward into the fin from the paired portion of the dorsal aorta posterior to the last aortic arch <a href='http://zfin.org/zf_info/zfbook/stages/hatch.html'> Kimmel et al. 1993</a>."	"TAO:0005086"
<http://purl.obolibrary.org/obo/ZFA_0005674>	"Dorsal region of the glomerular layer of the olfactory bulb."	
<http://purl.obolibrary.org/obo/ZFA_0001355>	"The vascularized fibrous sheath that surrounds the central nervous system."	"TAO:0001355"
<http://purl.obolibrary.org/obo/ZFA_0001717>	"Portion of tissue around which the semicircular canals flow."	"TAO:0002223"
<http://purl.obolibrary.org/obo/ZFA_0007097>	"Vertebra that is posteriorly adjacent to vertebra 13."	
<http://purl.obolibrary.org/obo/ZFA_0000589>	"Anatomical groove which separates the dorsal and medial zones of dorsal telencephalon. From Neuroanatomy of the Zebrafish Brain."	"TAO:0000589"
<http://purl.obolibrary.org/obo/ZFA_0000775>	"The hypaxial region of somite 30 derived body wall muscle. The hypaxial region is ventral to the horizontal myoseptum."	"TAO:0000775"
<http://purl.obolibrary.org/obo/ZFA_0000372>		"TAO:0000372"
<http://purl.obolibrary.org/obo/ZFA_0007010>	"Part of the forebrain that is ventral to the ventral thalamus and dorsal to the preoptic area. See page 44 of the Atlas of Early Zebrafish Brain Development."	"TAO:0007010"
<http://purl.obolibrary.org/obo/ZFA_0005140>	"Tissue of the developing tooth. It is composed of pre-odontoblast and undifferentiated mesenchyme cells and connects to the basal lamina."	"TAO:0005140"
<http://purl.obolibrary.org/obo/ZFA_0001325>	"Paired, anteromedially directed processes from the neural arches, ligamentously joined to the postzygapophyses of the preceding vertebra."	"TAO:0001325"
<http://purl.obolibrary.org/obo/ZFA_0000297>	"The multi-tissue,  vagal lobe is a large, paired brain stem structure flanking the unpaired facial lobe laterally.  The vagal lobe contains motor and gustatory neurons. While some degree of histological segregation is apparent within the vagal lobe, a clear lamination, as seen in goldfish or carp is absent."	
<http://purl.obolibrary.org/obo/ZFA_0001533>	"Paired cartilages that project medially from the medial tips of epibranchials."	"TAO:0001533"
<http://purl.obolibrary.org/obo/ZFA_0005257>	"The vascular endothelium that lines blood vasculature."	"TAO:0005257"
<http://purl.obolibrary.org/obo/ZFA_0005355>	"First lepidotrichium of dorsal fin."	"TAO:0001754"
<http://purl.obolibrary.org/obo/ZFA_0000628>	"Fin musculature that is part of the caudal fin.  The musculature is  composed of 12 muscles that are arranged in a superficial and a deep muscle layer. Nerve roots of spinal segments 27-31 supply the caudal fin muscles."	"TAO:0000628"
<http://purl.obolibrary.org/obo/ZFA_0001453>	"Embryonic region that develops into the pectoral fin bud."	"TAO:0001453"
<http://purl.obolibrary.org/obo/ZFA_0000052>	"Actinotrichium which is part of the dorsal fin fold."	"TAO:0000052"
<http://purl.obolibrary.org/obo/ZFA_0000905>		"TAO:0000905"
<http://purl.obolibrary.org/obo/ZFA_0000769>	"The hypaxial region of somite 17 derived body wall muscle. The hypaxial region is ventral to the horizontal myoseptum."	"TAO:0000769"
<http://purl.obolibrary.org/obo/ZFA_0000373>		
<http://purl.obolibrary.org/obo/ZFA_0005640>	"Ligament that run from the dorsal tip of the cleithrum to the exoccipital."	
<http://purl.obolibrary.org/obo/ZFA_0005601>	"Ring of cardiac conduction tissue around the sinoatrial region of the heart tube that performs pacemaker function."	
<http://purl.obolibrary.org/obo/ZFA_0001512>	"Anatomical structure consisting of at least two non-overlapping organs, multi-tissue aggregates or portion of tissues or cells of different types that does not constitute an organism, organ, multi-tissue aggregate, or portion of tissue."	"TAO:0001512 CARO:0000054"
<http://purl.obolibrary.org/obo/ZFA_0001385>	"Apical ectodermal ridge that is part of the pelvic fin bud."	"TAO:0001385"
<http://purl.obolibrary.org/obo/ZFA_0001583>	"Vertebra which is the fused centra of preural 1 and ural 1. These elements do not develop independently in zebrafish."	"TAO:0001583"
<http://purl.obolibrary.org/obo/ZFA_0000511>	"Muscle system surrounding the eye.  The extraocular musculature is derived from the neural crest. The extraocular muscles assume their adult configuration between 66 and 72 hpf.  They differentiate contemporaneously with the eye vesicle, form precise anatomic attachments to sclera and bone, and are innervated by cranial nerves 3, 4, and 6."	"TAO:0000511"
<http://purl.obolibrary.org/obo/ZFA_0001637>	"Portion of connective tissue that is an extension of a bone."	"TAO:0001834 TAO:0001646"
<http://purl.obolibrary.org/obo/ZFA_0000885>	"Fast muscle cell located in somite 6."	"TAO:0000885"
<http://purl.obolibrary.org/obo/ZFA_0000369>	"Is a mandibular muscle that develops into the ventral intermandibularis anterior and posterior muscles."	"TAO:0000369"
<http://purl.obolibrary.org/obo/ZFA_0005872>	"Proliferative region that forms on peripheral side of the cerebellar plate."	
<http://purl.obolibrary.org/obo/ZFA_0007027>	"Portion of anterior neural keel that gives rise to the forebrain midbrain boundary neural rod."	"TAO:0007027"
<http://purl.obolibrary.org/obo/ZFA_0009235>	"A precursor cell destined to differentiate into smooth muscle myocytes."	"CL:0000514 TAO:0009235"
<http://purl.obolibrary.org/obo/ZFA_0000208>	"The compound organ that stores bile."	"TAO:0000208"
<http://purl.obolibrary.org/obo/ZFA_0001070>	"Presumptive structure part of the intermediate mesoderm, that is fated to become pronephric mesoderm."	"TAO:0001070"
<http://purl.obolibrary.org/obo/ZFA_0009236>	"A myoblast that differentiates into skeletal muscle fibers."	"TAO:0009236 CL:0000515"
<http://purl.obolibrary.org/obo/ZFA_0000605>		"TAO:0000605"
<http://purl.obolibrary.org/obo/ZFA_0000075>		"TAO:0000075"
<http://purl.obolibrary.org/obo/ZFA_0001320>	"Layer that lines the lumen of the heart."	"TAO:0001320"
<http://purl.obolibrary.org/obo/ZFA_0000507>	"Some or all epineural bones ossify free from the neural arches in most teleosts. In some lower teleosts, e.g. Leptolepis, Hiodon, elopiforms and albuliforms, ossification proceeds from the attachment point of the ligament to the arch, and the epineural is a process of the neural arch. In many lower teleosts epineurals are forked proximally."	"TAO:0000507"
<http://purl.obolibrary.org/obo/ZFA_0005097>	"Is an interconnected tubular multi-tissue structure that contains fluid that is actively transported around the caudal fin."	"TAO:0005097"
<http://purl.obolibrary.org/obo/ZFA_0005181>	"A primary motor neuron of the spinal cord. This cell is present in slightly less than half of the trunk hemisegments. Additionally, this cell has at least 2 different fates: it may become a primary motoneuron and arborize in an exclusive muscle territory, or it may die during embryonic development."	"TAO:0005181"
<http://purl.obolibrary.org/obo/ZFA_0005080>	"An artery deep in the trunk that connects the dorsal aorta to the supraintestinal artery."	"TAO:0005080"
<http://purl.obolibrary.org/obo/ZFA_0005578>	"The multi-tissue structure that is the beginning of the spinal nerve leaving the spinal cord."	
<http://purl.obolibrary.org/obo/ZFA_0005147>	"A portion of tissue that is regrowing after damage or amputation."	"TAO:0005147"
<http://purl.obolibrary.org/obo/ZFA_0000661>	"Paired cartilage bone that bears a large foramen (lateral occipital foramen).  Contacts the supraoccipital dorsally, the epiotic laterally and the basioccipital ventrally. Forms the posterior hind margin of the cranium and borders the lateral and posterior margins of the forum (foramen) magnum."	"TAO:0000661"
<http://purl.obolibrary.org/obo/ZFA_0001518>	"Ceratobranchial cartilage that is bilaterally paired and articulates laterally with epibranchial 3 cartilage or bone."	"TAO:0001518"
<http://purl.obolibrary.org/obo/ZFA_0005472>	"Joint between the left and right frontal bone."	"TAO:0001922"
<http://purl.obolibrary.org/obo/ZFA_0000309>	"The portion of the YSL that is outside of the blastoderm margin during epiboly."	"TAO:0000309"
<http://purl.obolibrary.org/obo/ZFA_0005594>	"Non-material anatomical entity of two dimensions, that is demarcated by anatomical lines or points on the external or internal surfaces of anatomical structures."	"CARO:0000010"
<http://purl.obolibrary.org/obo/ZFA_0000929>	"Portion of somite 21 that gives rise to body wall muscle masses."	"TAO:0000929"
<http://purl.obolibrary.org/obo/ZFA_0000161>	"Fluid-filled brain cavity."	"TAO:0000161"
<http://purl.obolibrary.org/obo/ZFA_0009282>		"CL:0000644 TAO:0009282"
<http://purl.obolibrary.org/obo/ZFA_0000736>		
<http://purl.obolibrary.org/obo/ZFA_0001271>		"TAO:0001271"
<http://purl.obolibrary.org/obo/ZFA_0005649>	"Joint that articulates the mesethmoid and vomer. Mesethmoid-vomer joint is unpaired."	"TAO:0001680"
<http://purl.obolibrary.org/obo/ZFA_0000843>	"A muscle cell that is small, darkly colored, with high lipid and mitochondrial content. Slow muscle cells are located superficial to the fast muscle cell in the myotome of somite 2."	"TAO:0000843"
<http://purl.obolibrary.org/obo/ZFA_0000380>		"TAO:0000380"
<http://purl.obolibrary.org/obo/ZFA_0005851>	"Is a multi-tissue structure composed of dentine, enameloid and tooth pulp that develops from the dental organ. These are the first teeth to develop."	
<http://purl.obolibrary.org/obo/ZFA_0000077>		"TAO:0000077"
<http://purl.obolibrary.org/obo/ZFA_0000482>	"Diencephalic nucleus which is located posterior to the paraventricular organ."	"TAO:0000482"
<http://purl.obolibrary.org/obo/ZFA_0000755>	"Fast muscle cell located in somite 21."	"TAO:0000755"
<http://purl.obolibrary.org/obo/ZFA_0009283>		"CL:0000650 TAO:0009283"
<http://purl.obolibrary.org/obo/ZFA_0005645>	"Short ligament that runs from the hooked anterior end of the supracleithrum to the intercalar."	
<http://purl.obolibrary.org/obo/ZFA_0005099>	"Vein that flanks and is just lateral to the fin ray, in the interray mesenchyme."	"TAO:0005099"
<http://purl.obolibrary.org/obo/ZFA_0000307>	"Brain structure which is part of the cerebellum consists of the paired granular eminentia and the medial caudal lobe. From Neuroanatomy of the Zebrafish Brain."	"TAO:0000307"
<http://purl.obolibrary.org/obo/ZFA_0007095>	"Cell that is part of the migratory trunk neural crest population. Migratory trunk neural crest cells develop from premigratory trunk neural crest cells and have undergone epithelial to mesenchymal transition and delamination."	"CL:0000011"
<http://purl.obolibrary.org/obo/ZFA_0005009>	"Aortic arch that is part of pharyngeal arch 5. Aortic arch 5 artery is paired and has a common trunk with aortic arch 6 from the ventral aorta, and drains via a separate branch of the lateral dorsal aorta. Aortic arches 5 and 6 supply the trunk and tail with oxygenated blood."	"TAO:0005009"
<http://purl.obolibrary.org/obo/ZFA_0005728>	"Protoglomeruli in the medial  region of the glomerular layer of the olfactory bulb.  Located  between medial glomerulus 2 and medial glomerulus 4 along dorsal-ventral axis of the medial region of the olfactory bulb."	
<http://purl.obolibrary.org/obo/ZFA_0000305>	"Groove that separates the paired inferior (or lateral) lobes of the hypothalamus from the tuberal hypothalamus."	"TAO:0000305"
<http://purl.obolibrary.org/obo/ZFA_0000381>		"TAO:0000381"
<http://purl.obolibrary.org/obo/ZFA_0009284>		"TAO:0009284 CL:0000652"
<http://purl.obolibrary.org/obo/ZFA_0009151>		"TAO:0009151 CL:0000249"
<http://purl.obolibrary.org/obo/ZFA_0005519>	"Caudal principal ray that is ventrally adjacent to caudal principal ray 7."	"TAO:0001720"
<http://purl.obolibrary.org/obo/ZFA_0005161>	"Artery that supplies blood to the liver."	"TAO:0005161"
<http://purl.obolibrary.org/obo/ZFA_0000797>	"Muscle pioneer cell part of somite 28."	"TAO:0000797"
<http://purl.obolibrary.org/obo/ZFA_0001571>	"A follicle that has undergone ovulation and no longer contains an oocyte."	"TAO:0001571"
<http://purl.obolibrary.org/obo/ZFA_0001566>	"Oocyte part of stage III ovarian follicle.  Stage III oocytes contain internal vitellus droplets and peripheral yolk vesicles."	"TAO:0001566"
<http://purl.obolibrary.org/obo/ZFA_0009152>		"TAO:0009152 CL:0000251"
<http://purl.obolibrary.org/obo/ZFA_0009285>		"CL:0000653 TAO:0009285"
<http://purl.obolibrary.org/obo/ZFA_0000854>	"Undifferentiated mesodermal component of early tail 21 segment or metamere, derived from paraxial mesoderm; forms the myotome, sclerotome and perhaps dermatome."	"TAO:0000854"
